sect_class,section,class,subclass,section_text,class_text,subclass_text
B07,B,07,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('SEPARATING SOLIDS FROM SOLIDS', 'SORTING')","('SEPARATING SOLIDS FROM SOLIDS BY SIEVING, SCREENING, SIFTING OR BY USING GAS CURRENTS', 'SEPARATING BY OTHER DRY METHODS APPLICABLE TO BULK MATERIAL, e.g. LOOSE ARTICLES FIT TO BE HANDLED LIKE BULK MATERIAL ')"
B07,B,07,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('SEPARATING SOLIDS FROM SOLIDS', 'SORTING')","('POSTAL SORTING', 'SORTING INDIVIDUAL ARTICLES, OR BULK MATERIAL FIT TO BE SORTED PIECE-MEAL, e.g. BY PICKING ')"
B08,B,08,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('CLEANING',)","('CLEANING IN GENERAL', 'PREVENTION OF FOULING IN GENERAL ')"
B09,B,09,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('DISPOSAL OF SOLID WASTE', 'RECLAMATION OF CONTAMINATED SOIL')","('DISPOSAL OF SOLID WASTE',)"
B09,B,09,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('DISPOSAL OF SOLID WASTE', 'RECLAMATION OF CONTAMINATED SOIL')","('RECLAMATION OF CONTAMINATED SOIL ',)"
B21,B,21,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MECHANICAL METAL-WORKING WITHOUT ESSENTIALLY REMOVING MATERIAL', 'PUNCHING METAL')","('ROLLING OF METAL ',)"
B21,B,21,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MECHANICAL METAL-WORKING WITHOUT ESSENTIALLY REMOVING MATERIAL', 'PUNCHING METAL')","('MANUFACTURE OF METAL SHEETS, WIRE, RODS, TUBES OR PROFILES, OTHERWISE THAN BY ROLLING', 'AUXILIARY OPERATIONS USED IN CONNECTION WITH METAL-WORKING WITHOUT ESSENTIALLY REMOVING MATERIAL')"
B21,B,21,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MECHANICAL METAL-WORKING WITHOUT ESSENTIALLY REMOVING MATERIAL', 'PUNCHING METAL')","('WORKING OR PROCESSING OF SHEET METAL OR METAL TUBES, RODS OR PROFILES WITHOUT ESSENTIALLY REMOVING MATERIAL', 'PUNCHING METAL ')"
B21,B,21,F,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MECHANICAL METAL-WORKING WITHOUT ESSENTIALLY REMOVING MATERIAL', 'PUNCHING METAL')","('WORKING OR PROCESSING OF METAL WIRE ',)"
B21,B,21,G,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MECHANICAL METAL-WORKING WITHOUT ESSENTIALLY REMOVING MATERIAL', 'PUNCHING METAL')","('MAKING NEEDLES, PINS OR NAILS OF METAL',)"
B21,B,21,H,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MECHANICAL METAL-WORKING WITHOUT ESSENTIALLY REMOVING MATERIAL', 'PUNCHING METAL')","('MAKING PARTICULAR METAL OBJECTS BY ROLLING, e.g. SCREWS, WHEELS, RINGS, BARRELS, BALLS ',)"
B21,B,21,J,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MECHANICAL METAL-WORKING WITHOUT ESSENTIALLY REMOVING MATERIAL', 'PUNCHING METAL')","('FORGING', 'HAMMERING', 'PRESSING METAL', 'RIVETING', 'FORGE FURNACES ')"
B21,B,21,K,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MECHANICAL METAL-WORKING WITHOUT ESSENTIALLY REMOVING MATERIAL', 'PUNCHING METAL')","('MAKING FORGED OR PRESSED METAL PRODUCTS, e.g. HORSE-SHOES, RIVETS, BOLTS OR WHEELS ',)"
B21,B,21,L,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MECHANICAL METAL-WORKING WITHOUT ESSENTIALLY REMOVING MATERIAL', 'PUNCHING METAL')","('MAKING METAL CHAINS ',)"
B22,B,22,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('CASTING', 'POWDER METALLURGY')","('FOUNDRY MOULDING ',)"
B22,B,22,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('CASTING', 'POWDER METALLURGY')","('CASTING OF METALS', 'CASTING OF OTHER SUBSTANCES BY THE SAME PROCESSES OR DEVICES ')"
B22,B,22,F,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('CASTING', 'POWDER METALLURGY')","('WORKING METALLIC POWDER', 'MANUFACTURE OF ARTICLES FROM METALLIC POWDER', 'MAKING METALLIC POWDER ')"
B23,B,23,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MACHINE TOOLS', 'METAL-WORKING NOT OTHERWISE PROVIDED FOR')","('TURNING', 'BORING ')"
B23,B,23,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MACHINE TOOLS', 'METAL-WORKING NOT OTHERWISE PROVIDED FOR')","('MILLING ',)"
B23,B,23,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MACHINE TOOLS', 'METAL-WORKING NOT OTHERWISE PROVIDED FOR')","('PLANING', 'SLOTTING', 'SHEARING', 'BROACHING', 'SAWING', 'FILING', 'SCRAPING', 'LIKE OPERATIONS FOR WORKING METAL BY REMOVING MATERIAL, NOT OTHERWISE PROVIDED FOR ')"
B23,B,23,F,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MACHINE TOOLS', 'METAL-WORKING NOT OTHERWISE PROVIDED FOR')","('MAKING GEARS OR TOOTHED RACKS ',)"
B23,B,23,G,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MACHINE TOOLS', 'METAL-WORKING NOT OTHERWISE PROVIDED FOR')","('THREAD CUTTING', 'WORKING OF SCREWS, BOLT HEADS, OR NUTS, IN CONJUNCTION THEREWITH ')"
B23,B,23,H,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MACHINE TOOLS', 'METAL-WORKING NOT OTHERWISE PROVIDED FOR')","('WORKING OF METAL BY THE ACTION OF A HIGH CONCENTRATION OF ELECTRIC CURRENT ON A WORKPIECE USING AN ELECTRODE WHICH TAKES THE PLACE OF A TOOL', 'SUCH WORKING COMBINED WITH OTHER FORMS OF WORKING OF METAL ')"
B23,B,23,K,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MACHINE TOOLS', 'METAL-WORKING NOT OTHERWISE PROVIDED FOR')","('SOLDERING OR UNSOLDERING', 'WELDING', 'CLADDING OR PLATING BY SOLDERING OR WELDING', 'CUTTING BY APPLYING HEAT LOCALLY, e.g. FLAME CUTTING', 'WORKING BY LASER BEAM ')"
B23,B,23,P,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MACHINE TOOLS', 'METAL-WORKING NOT OTHERWISE PROVIDED FOR')","('METAL-WORKING NOT OTHERWISE PROVIDED FOR', 'COMBINED OPERATIONS', 'UNIVERSAL MACHINE TOOLS ')"
B23,B,23,Q,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MACHINE TOOLS', 'METAL-WORKING NOT OTHERWISE PROVIDED FOR')","('DETAILS, COMPONENTS, OR ACCESSORIES FOR MACHINE TOOLS, e.g. ARRANGEMENTS FOR COPYING OR CONTROLLING ', 'MACHINE TOOLS IN GENERAL CHARACTERISED BY THE CONSTRUCTION OF PARTICULAR DETAILS OR COMPONENTS', 'COMBINATIONS OR ASSOCIATIONS OF METAL-WORKING MACHINES, NOT DIRECTED TO A PARTICULAR RESULT')"
B24,B,24,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('GRINDING', 'POLISHING')","('MACHINES, DEVICES, OR PROCESSES FOR GRINDING OR POLISHING ', 'DRESSING OR CONDITIONING OF ABRADING SURFACES', 'FEEDING OF GRINDING, POLISHING, OR LAPPING AGENTS')"
B24,B,24,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('GRINDING', 'POLISHING')","('ABRASIVE OR RELATED BLASTING WITH PARTICULATE MATERIAL',)"
B24,B,24,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('GRINDING', 'POLISHING')","('TOOLS FOR GRINDING, BUFFING, OR SHARPENING ',)"
B25,B,25,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('HAND TOOLS', 'PORTABLE POWER-DRIVEN TOOLS', 'MANIPULATORS')","('TOOLS OR BENCH DEVICES NOT OTHERWISE PROVIDED FOR, FOR FASTENING, CONNECTING, DISENGAGING OR HOLDING',)"
B25,B,25,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('HAND TOOLS', 'PORTABLE POWER-DRIVEN TOOLS', 'MANIPULATORS')","('HAND-HELD NAILING OR STAPLING TOOLS', 'MANUALLY OPERATED PORTABLE STAPLING TOOLS ')"
B25,B,25,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('HAND TOOLS', 'PORTABLE POWER-DRIVEN TOOLS', 'MANIPULATORS')","('PERCUSSIVE TOOLS ',)"
B25,B,25,F,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('HAND TOOLS', 'PORTABLE POWER-DRIVEN TOOLS', 'MANIPULATORS')","('COMBINATION OR MULTI-PURPOSE TOOLS NOT OTHERWISE PROVIDED FOR', 'DETAILS OR COMPONENTS OF PORTABLE POWER-DRIVEN TOOLS NOT PARTICULARLY RELATED TO THE OPERATIONS PERFORMED AND NOT OTHERWISE PROVIDED FOR ')"
B25,B,25,G,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('HAND TOOLS', 'PORTABLE POWER-DRIVEN TOOLS', 'MANIPULATORS')","('HANDLES FOR HAND IMPLEMENTS ',)"
B25,B,25,H,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('HAND TOOLS', 'PORTABLE POWER-DRIVEN TOOLS', 'MANIPULATORS')","('WORKSHOP EQUIPMENT, e.g. FOR MARKING-OUT WORK', 'STORAGE MEANS FOR WORKSHOPS ')"
B25,B,25,J,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('HAND TOOLS', 'PORTABLE POWER-DRIVEN TOOLS', 'MANIPULATORS')","('MANIPULATORS', 'CHAMBERS PROVIDED WITH MANIPULATION DEVICES ')"
B26,B,26,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('HAND CUTTING TOOLS', 'CUTTING', 'SEVERING')","('HAND-HELD CUTTING TOOLS NOT OTHERWISE PROVIDED FOR ',)"
B26,B,26,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('HAND CUTTING TOOLS', 'CUTTING', 'SEVERING')","('CUTTING', 'DETAILS COMMON TO MACHINES FOR PERFORATING, PUNCHING, CUTTING-OUT, STAMPING-OUT OR SEVERING ')"
B26,B,26,F,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('HAND CUTTING TOOLS', 'CUTTING', 'SEVERING')","('PERFORATING', 'PUNCHING', 'CUTTING-OUT', 'STAMPING-OUT', 'SEVERING BY MEANS OTHER THAN CUTTING ')"
B27,B,27,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL', 'NAILING OR STAPLING MACHINES IN GENERAL')","('SAWS FOR WOOD OR SIMILAR MATERIAL', 'COMPONENTS OR ACCESSORIES THEREFOR ')"
B27,B,27,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL', 'NAILING OR STAPLING MACHINES IN GENERAL')","('PLANING, DRILLING, MILLING, TURNING OR UNIVERSAL MACHINES FOR WOOD OR SIMILAR MATERIAL ',)"
B27,B,27,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL', 'NAILING OR STAPLING MACHINES IN GENERAL')","('WORKING VENEER OR PLYWOOD ',)"
B27,B,27,F,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL', 'NAILING OR STAPLING MACHINES IN GENERAL')","('DOVETAILED WORK', 'TENONS', 'SLOTTING MACHINES FOR WOOD OR SIMILAR MATERIAL', 'NAILING OR STAPLING MACHINES ')"
B27,B,27,G,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL', 'NAILING OR STAPLING MACHINES IN GENERAL')","('ACCESSORY MACHINES OR APPARATUS FOR WORKING WOOD OR SIMILAR MATERIALS', 'TOOLS FOR WORKING WOOD OR SIMILAR MATERIALS ', 'SAFETY DEVICES FOR WOOD WORKING MACHINES OR TOOLS')"
B27,B,27,H,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL', 'NAILING OR STAPLING MACHINES IN GENERAL')","('BENDING WOOD OR SIMILAR MATERIAL', 'COOPERAGE', 'MAKING WHEELS FROM WOOD OR SIMILAR MATERIAL')"
B27,B,27,J,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL', 'NAILING OR STAPLING MACHINES IN GENERAL')","('MECHANICAL WORKING OF CANE, CORK, OR SIMILAR MATERIALS',)"
B27,B,27,K,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL', 'NAILING OR STAPLING MACHINES IN GENERAL')","('PROCESSES, APPARATUS OR SELECTION OF SUBSTANCES FOR IMPREGNATING, STAINING, DYEING, BLEACHING OF WOOD OR SIMILAR MATERIALS, OR TREATING OF WOOD OR SIMILAR MATERIALS WITH PERMEANT LIQUIDS, NOT OTHERWISE PROVIDED FOR ', 'CHEMICAL OR PHYSICAL TREATMENT OF CORK, CANE, REED, STRAW OR SIMILAR MATERIALS')"
B27,B,27,L,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL', 'NAILING OR STAPLING MACHINES IN GENERAL')","('REMOVING BARK OR VESTIGES OF BRANCHES ', 'SPLITTING WOOD', 'MANUFACTURE OF VENEER, WOODEN STICKS, WOOD SHAVINGS, WOOD FIBRES OR WOOD POWDER')"
B27,B,27,M,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL', 'NAILING OR STAPLING MACHINES IN GENERAL')","('WORKING OF WOOD NOT PROVIDED FOR IN SUBCLASSES ', 'MANUFACTURE OF SPECIFIC WOODEN ARTICLES')"
B27,B,27,N,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL', 'NAILING OR STAPLING MACHINES IN GENERAL')","('MANUFACTURE BY DRY PROCESSES OF ARTICLES, WITH OR WITHOUT ORGANIC BINDING AGENTS, MADE FROM PARTICLES OR FIBRES CONSISTING OF WOOD OR OTHER LIGNOCELLULOSIC OR LIKE ORGANIC MATERIAL ',)"
B28,B,28,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING CEMENT, CLAY, OR STONE',)","('SHAPING CLAY OR OTHER CERAMIC COMPOSITIONS', 'SHAPING SLAG', 'SHAPING MIXTURES CONTAINING CEMENTITIOUS MATERIAL, e.g. PLASTER ')"
B28,B,28,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING CEMENT, CLAY, OR STONE',)","('PREPARING CLAY', 'PRODUCING MIXTURES CONTAINING CLAY OR CEMENTITIOUS MATERIAL, e.g. PLASTER ')"
B28,B,28,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING CEMENT, CLAY, OR STONE',)","('WORKING STONE OR STONE-LIKE MATERIALS',)"
B29,B,29,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING OF PLASTICS', 'WORKING OF SUBSTANCES IN A PLASTIC STATE IN GENERAL')","('PREPARATION OR PRETREATMENT OF THE MATERIAL TO BE SHAPED', 'MAKING GRANULES OR PREFORMS', 'RECOVERY OF PLASTICS OR OTHER CONSTITUENTS OF WASTE MATERIAL CONTAINING PLASTICS')"
B29,B,29,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING OF PLASTICS', 'WORKING OF SUBSTANCES IN A PLASTIC STATE IN GENERAL')","('SHAPING OR JOINING OF PLASTICS', 'SHAPING OF MATERIAL IN A PLASTIC STATE, NOT OTHERWISE PROVIDED FOR', 'AFTER-TREATMENT OF THE SHAPED PRODUCTS, e.g. REPAIRING ')"
B29,B,29,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING OF PLASTICS', 'WORKING OF SUBSTANCES IN A PLASTIC STATE IN GENERAL')","('PRODUCING PARTICULAR ARTICLES FROM PLASTICS OR FROM SUBSTANCES IN A PLASTIC STATE ',)"
B29,B,29,K,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING OF PLASTICS', 'WORKING OF SUBSTANCES IN A PLASTIC STATE IN GENERAL')","('INDEXING SCHEME ASSOCIATED WITH SUBCLASSES ', ' REINFORCEMENTS, FILLERS OR PREFORMED PARTS, e.g. INSERTS')"
B29,B,29,L,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WORKING OF PLASTICS', 'WORKING OF SUBSTANCES IN A PLASTIC STATE IN GENERAL')","('INDEXING SCHEME ASSOCIATED WITH SUBCLASS ',)"
B30,B,30,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('PRESSES',)","('PRESSES IN GENERAL ',)"
B31,B,31,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MAKING ARTICLES OF PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER', 'WORKING PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER')","('MAKING CONTAINERS OF PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER ',)"
B31,B,31,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MAKING ARTICLES OF PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER', 'WORKING PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER')","('MAKING WOUND ARTICLES, e.g. WOUND TUBES, OF PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER',)"
B31,B,31,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MAKING ARTICLES OF PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER', 'WORKING PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER')","('MAKING ARTICLES OF PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER, NOT PROVIDED FOR IN SUBCLASSES ',)"
B31,B,31,F,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('MAKING ARTICLES OF PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER', 'WORKING PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER')","('MECHANICAL WORKING OR DEFORMATION OF PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER ',)"
B32,B,32,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('LAYERED PRODUCTS',)","('LAYERED PRODUCTS, i.e. PRODUCTS BUILT-UP OF STRATA OF FLAT OR NON-FLAT, e.g. CELLULAR OR HONEYCOMB, FORM',)"
B33,B,33,Y,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('ADDITIVE MANUFACTURING TECHNOLOGY',)","('ADDITIVE MANUFACTURING, i.e. MANUFACTURING OF THREE-DIMENSIONAL [3-D] OBJECTS BY ADDITIVE DEPOSITION, ADDITIVE AGGLOMERATION OR ADDITIVE LAYERING, e.g. BY 3-D PRINTING, STEREOLITHOGRAPHY OR SELECTIVE LASER SINTERING',)"
B41,B,41,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('PRINTING', 'LINING MACHINES', 'TYPEWRITERS', 'STAMPS')","('MACHINES OR ACCESSORIES FOR MAKING, SETTING, OR DISTRIBUTING TYPE', 'TYPE', 'PHOTOGRAPHIC OR PHOTOELECTRIC COMPOSING DEVICES ')"
B41,B,41,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('PRINTING', 'LINING MACHINES', 'TYPEWRITERS', 'STAMPS')","('PROCESSES FOR THE MANUFACTURE OR REPRODUCTION OF PRINTING SURFACES ',)"
B41,B,41,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('PRINTING', 'LINING MACHINES', 'TYPEWRITERS', 'STAMPS')","('APPARATUS FOR THE MECHANICAL REPRODUCTION OF PRINTING SURFACES FOR STEREOTYPE PRINTING', 'SHAPING ELASTIC OR DEFORMABLE MATERIAL TO FORM PRINTING SURFACES ')"
B41,B,41,F,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('PRINTING', 'LINING MACHINES', 'TYPEWRITERS', 'STAMPS')","('PRINTING MACHINES OR PRESSES ',)"
B41,B,41,G,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('PRINTING', 'LINING MACHINES', 'TYPEWRITERS', 'STAMPS')","('APPARATUS FOR BRONZE PRINTING, LINE PRINTING, OR FOR BORDERING OR EDGING SHEETS OR LIKE ARTICLES', 'AUXILIARY FOR PERFORATING IN CONJUNCTION WITH PRINTING ')"
B41,B,41,J,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('PRINTING', 'LINING MACHINES', 'TYPEWRITERS', 'STAMPS')","('TYPEWRITERS', 'SELECTIVE PRINTING MECHANISMS, ', ', i.e. MECHANISMS PRINTING OTHERWISE THAN FROM A FORME', 'CORRECTION OF TYPOGRAPHICAL ERRORS ')"
B41,B,41,K,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('PRINTING', 'LINING MACHINES', 'TYPEWRITERS', 'STAMPS')","('STAMPS', 'STAMPING OR NUMBERING APPARATUS OR DEVICES ')"
B41,B,41,L,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('PRINTING', 'LINING MACHINES', 'TYPEWRITERS', 'STAMPS')","('APPARATUS OR DEVICES FOR MANIFOLDING, DUPLICATING OR PRINTING FOR OFFICE OR OTHER COMMERCIAL PURPOSES', 'ADDRESSING MACHINES OR LIKE SERIES-PRINTING MACHINES ')"
B41,B,41,M,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('PRINTING', 'LINING MACHINES', 'TYPEWRITERS', 'STAMPS')","('PRINTING, DUPLICATING, MARKING, OR COPYING PROCESSES', 'COLOUR PRINTING, ')"
B41,B,41,N,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('PRINTING', 'LINING MACHINES', 'TYPEWRITERS', 'STAMPS')","('PRINTING PLATES OR FOILS ', 'MATERIALS FOR SURFACES USED IN PRINTING MACHINES FOR PRINTING, INKING, DAMPING, OR THE LIKE', 'PREPARING SUCH SURFACES FOR USE AND CONSERVING THEM')"
B41,B,41,P,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('PRINTING', 'LINING MACHINES', 'TYPEWRITERS', 'STAMPS')","('INDEXING SCHEME RELATING TO PRINTING, LINING MACHINES, TYPEWRITERS, AND TO STAMPS',)"
B42,B,42,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('BOOKBINDING', 'ALBUMS', 'FILES', 'SPECIAL PRINTED MATTER')","('PERMANENTLY ATTACHING TOGETHER SHEETS, QUIRES OR SIGNATURES OR PERMANENTLY ATTACHING OBJECTS THERETO ',)"
B42,B,42,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('BOOKBINDING', 'ALBUMS', 'FILES', 'SPECIAL PRINTED MATTER')","('BOOKBINDING ',)"
B42,B,42,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('BOOKBINDING', 'ALBUMS', 'FILES', 'SPECIAL PRINTED MATTER')","('BOOKS', 'BOOK COVERS', 'LOOSE LEAVES', 'PRINTED MATTER CHARACTERISED BY IDENTIFICATION OR SECURITY FEATURES; PRINTED MATTER OF SPECIAL FORMAT OR STYLE NOT OTHERWISE PROVIDED FOR', 'DEVICES FOR USE THEREWITH AND NOT OTHERWISE PROVIDED FOR', 'MOVABLE-STRIP WRITING OR READING APPARATUS')"
B42,B,42,F,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('BOOKBINDING', 'ALBUMS', 'FILES', 'SPECIAL PRINTED MATTER')","('SHEETS TEMPORARILY ATTACHED TOGETHER', 'FILING APPLIANCES', 'FILE CARDS', 'INDEXING ')"
B42,B,42,P,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('BOOKBINDING', 'ALBUMS', 'FILES', 'SPECIAL PRINTED MATTER')","('INDEXING SCHEME RELATING TO BOOKS, FILING APPLIANCES OR THE LIKE',)"
B43,B,43,K,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WRITING OR DRAWING IMPLEMENTS', 'BUREAU ACCESSORIES')","('IMPLEMENTS FOR WRITING OR DRAWING ',)"
B43,B,43,L,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WRITING OR DRAWING IMPLEMENTS', 'BUREAU ACCESSORIES')","('ARTICLES FOR WRITING OR DRAWING UPON; ', ' ACCESSORIES FOR WRITING OR DRAWING ')"
B43,B,43,M,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('WRITING OR DRAWING IMPLEMENTS', 'BUREAU ACCESSORIES')","('BUREAU ACCESSORIES NOT OTHERWISE PROVIDED FOR ',)"
B44,B,44,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('DECORATIVE ARTS',)","('MACHINES, APPARATUS OR TOOLS FOR ARTISTIC WORK, e.g. FOR SCULPTURING, GUILLOCHING, CARVING, BRANDING, INLAYING ',)"
B44,B,44,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('DECORATIVE ARTS',)","('PRODUCING DECORATIVE EFFECTS ', 'MOSAICS', 'TARSIA WORK ', 'PAPERHANGING ')"
B44,B,44,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('DECORATIVE ARTS',)","('PAINTING OR ARTISTIC DRAWING, NOT OTHERWISE PROVIDED FOR', 'PRESERVING PAINTINGS', 'SURFACE TREATMENT TO OBTAIN SPECIAL ARTISTIC SURFACE EFFECTS OR FINISHES ')"
B44,B,44,F,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('DECORATIVE ARTS',)","('SPECIAL DESIGNS OR PICTURES',)"
B60,B,60,B,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('VEHICLE WHEELS ', 'CASTORS', 'AXLES FOR WHEELS OR CASTORS', 'INCREASING WHEEL ADHESION')"
B60,B,60,C,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('VEHICLE TYRES TYRE INFLATION', 'TYRE CHANGING OR REPAIRING', 'REPAIRING, OR CONNECTING VALVES TO, INFLATABLE ELASTIC BODIES IN GENERAL', 'DEVICES OR ARRANGEMENTS RELATED TO TYRES')"
B60,B,60,D,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('VEHICLE CONNECTIONS ',)"
B60,B,60,F,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('VEHICLES FOR USE BOTH ON RAIL AND ON ROAD', 'AMPHIBIOUS OR LIKE VEHICLES', 'CONVERTIBLE VEHICLES ')"
B60,B,60,G,"('PERFORMING OPERATIONS', 'TRANSPORTING')","('VEHICLES IN GENERAL',)","('VEHICLE SUSPENSION ARRANGEMENTS ',)"
